id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PRG2	18	0.75298	0.97371	1.0	17792	5	0.088761	0.035036	0.12397	0.589357	4506	8	0.088761
IL37	13	0.75317	0.95624	1.0	17793	2	0.17876	0.33888	0.6013	1.0	12563	6	0.17876
OR1D2	18	0.75333	0.97381	1.0	17794	4	0.1488	0.056319	0.18293	0.689168	5668	8	0.1488
GDPD2	18	0.75344	0.97388	1.0	17795	4	0.081057	0.40614	0.70144	1.0	13570	7	0.081057
hsa-mir-4646	12	0.75369	0.94949	1.0	17796	2	0.052156	0.63858	0.82496	1.0	16552	3	0.052156
NUDT17	18	0.7537	0.97388	1.0	17797	5	0.45023	0.014687	0.056609	0.399245	3036	10	0.45023
BTG1	18	0.75387	0.97388	1.0	17798	4	0.41513	0.05151	0.1718	0.671031	5437	10	0.41513
ADAM23	18	0.75405	0.97388	1.0	17799	3	0.35339	0.076968	0.22631	0.750701	6477	10	0.35339
NPIPA3	9	0.75434	0.92409	1.0	17800	2	0.81442	0.044755	0.12429	0.589993	5077	6	0.81442
PTPRK	17	0.75434	0.97131	1.0	17801	2	0.067007	0.3415	0.63731	1.0	12612	7	0.067007
hsa-mir-3149	5	0.75436	0.84284	1.0	17802	1	0.21854	0.47302	0.59746	1.0	14478	2	0.21854
FOLR1	18	0.75436	0.97391	1.0	17803	4	0.16359	0.19377	0.4464	0.98223	9784	9	0.16359
ACY3	18	0.75448	0.97391	1.0	17804	4	0.19642	0.72377	0.90471	1.0	17466	6	0.19642
CEP97	17	0.75457	0.97137	1.0	17805	3	0.40431	0.06648	0.2027	0.721225	6079	10	0.40431
FAHD2B	18	0.75464	0.97399	1.0	17806	4	0.30648	0.09658	0.27414	0.818424	7154	10	0.30648
ZFP62	18	0.75489	0.97405	1.0	17807	4	0.05372	0.75868	0.91987	1.0	17836	6	0.05372
TGFBR2	18	0.75498	0.97405	1.0	17808	4	0.35451	0.04561	0.15715	0.654766	5121	9	0.35451
KRTCAP2	18	0.75499	0.97405	1.0	17809	1	0.42004	0.034042	0.12134	0.584021	4443	11	0.42004
EOGT	15	0.755	0.96393	1.0	17810	2	0.36915	0.022185	0.08165	0.479228	3666	8	0.36915
SLC6A12	18	0.75503	0.97405	1.0	17811	4	0.15493	0.017402	0.065898	0.430954	3282	11	0.15493
PIF1	18	0.7551	0.97412	1.0	17812	4	0.61239	0.00063565	0.0087576	0.22619	775	10	0.61239
hsa-mir-302a	9	0.75514	0.92452	1.0	17813	2	0.29009	0.012282	0.042905	0.353915	2782	5	0.29009
ZNF551	18	0.75528	0.97412	1.0	17814	4	0.28737	0.10143	0.27967	0.822073	7308	10	0.28737
COPG2	18	0.75534	0.97412	1.0	17815	5	0.099837	0.043785	0.15013	0.637912	5029	7	0.099837
KLRG2	18	0.75539	0.97412	1.0	17816	4	0.090341	0.022788	0.08321	0.483669	3713	8	0.090341
LUC7L2	17	0.75545	0.97142	1.0	17817	3	0.21392	0.01146	0.045435	0.361243	2705	8	0.21392
hsa-mir-25	12	0.75553	0.95002	1.0	17818	3	-0.0043529	0.44929	0.69856	1.0	14150	4	-0.0043529
STK38L	18	0.75573	0.97415	1.0	17819	2	0.45113	0.0048756	0.025542	0.294085	1816	12	0.45113
CCDC25	18	0.75574	0.97415	1.0	17820	3	0.29035	0.0054831	0.027461	0.301057	1922	9	0.29035
hsa-mir-4735	12	0.75582	0.95002	1.0	17821	1	1.0182	0.0010091	0.0081344	0.22619	949	9	1.0182
hsa-mir-4483	12	0.75582	0.95002	1.0	17822	1	1.0697	0.0020689	0.01185	0.231582	1239	10	1.0697
SLC3A2	18	0.75584	0.97422	1.0	17823	3	0.55395	0.00055156	0.0084193	0.22619	724	14	0.55395
GIMAP8	15	0.7559	0.96419	1.0	17824	3	0.044596	0.95689	0.98236	1.0	19893	3	0.044596
SCARB2	18	0.75592	0.97422	1.0	17825	5	0.077293	0.17903	0.41847	0.952509	9448	6	0.077293
TPX2	18	0.75593	0.97422	1.0	17826	2	0.92794	0.0044413	0.024354	0.292935	1733	12	0.92794
METTL2A	18	0.75596	0.97422	1.0	17827	5	0.73359	0.0014334	0.012309	0.233799	1077	12	0.73359
UBL3	18	0.75613	0.97425	1.0	17828	3	0.44025	0.029126	0.10478	0.543866	4140	10	0.44025
HIPK3	17	0.75621	0.97146	1.0	17829	4	0.50439	0.11642	0.3061	0.844887	7831	9	0.50439
CTSZ	18	0.75662	0.97431	1.0	17830	4	0.17282	0.14343	0.36337	0.906636	8599	9	0.17282
DNMT1	17	0.7567	0.97152	1.0	17831	4	0.66348	0.0062567	0.028875	0.304309	2050	10	0.66348
BDP1	18	0.75686	0.97431	1.0	17832	3	0.54739	0.019319	0.072912	0.453953	3443	12	0.54739
TRPM2	18	0.75697	0.97431	1.0	17833	5	0.29508	0.043907	0.15028	0.637912	5035	10	0.29508
ARHGAP21	17	0.75723	0.97157	1.0	17834	2	1.1754	0.00019234	0.0065109	0.22619	473	10	1.1754
NAP1L1	17	0.75723	0.97157	1.0	17835	3	0.36292	0.20368	0.46971	1.0	10024	8	0.36292
TAAR8	18	0.7575	0.9744	1.0	17836	5	0.33856	0.065617	0.205	0.72507	6044	10	0.33856
SPTBN4	18	0.75759	0.9744	1.0	17837	5	-0.041328	0.66796	0.8761	1.0	16859	5	-0.041328
MAPK8	17	0.75759	0.97161	1.0	17838	4	0.53106	0.026014	0.094833	0.524388	3928	8	0.53106
hsa-mir-3918	12	0.75768	0.95042	1.0	17839	2	0.15413	0.28029	0.53315	1.0	11563	5	0.15413
RAB28	18	0.75771	0.9744	1.0	17840	3	0.55928	0.0091444	0.039089	0.342382	2437	12	0.55928
STAT3	18	0.75782	0.9744	1.0	17841	2	0.13244	0.071954	0.21581	0.736071	6292	9	0.13244
P2RY1	18	0.75793	0.9744	1.0	17842	3	0.10658	0.061639	0.19425	0.706056	5896	8	0.10658
HAUS7	17	0.75833	0.97167	1.0	17843	2	0.69037	0.0051099	0.025174	0.293392	1867	12	0.69037
TAS2R46	18	0.75838	0.97451	1.0	17844	5	0.39615	0.0058589	0.028497	0.303251	1990	10	0.39615
TOMM34	18	0.75858	0.97451	1.0	17845	3	0.22189	0.14999	0.37538	0.917492	8757	9	0.22189
PRICKLE1	18	0.75867	0.97451	1.0	17846	3	0.20074	0.2434	0.52105	1.0	10873	7	0.20074
OR2A5	18	0.75882	0.97454	1.0	17847	4	0.20313	0.16434	0.39709	0.935738	9106	9	0.20313
LUZP2	17	0.75882	0.97176	1.0	17848	3	0.72144	0.0040648	0.021941	0.283743	1663	10	0.72144
PAGE2B	13	0.75909	0.95676	1.0	17849	1	0.43011	0.0060676	0.025623	0.294171	2023	10	0.43011
GTF2H5	18	0.75912	0.97454	1.0	17850	4	0.48877	0.018085	0.069565	0.444894	3345	11	0.48877
MSI2	17	0.75928	0.97179	1.0	17851	2	0.031301	0.024479	0.090739	0.512622	3827	8	0.031301
NAGA	18	0.75976	0.9746	1.0	17852	4	0.18888	0.1689	0.40699	0.946498	9214	7	0.18888
MAP2K5	18	0.75983	0.97464	1.0	17853	5	0.088527	0.1012	0.27967	0.822073	7301	7	0.088527
PCIF1	18	0.76	0.97464	1.0	17854	3	0.70213	2.9787e-05	0.00018147	0.016747	232	15	0.70213
CDC42EP2	18	0.7602	0.97469	1.0	17855	5	0.1026	0.37313	0.66907	1.0	13099	8	0.1026
CBL	18	0.76037	0.97479	1.0	17856	5	0.2578	0.12475	0.3269	0.864081	8103	10	0.2578
CNTNAP4	18	0.76039	0.97479	1.0	17857	4	0.15002	0.52294	0.78996	1.0	15093	7	0.15002
CHAMP1	18	0.76039	0.97479	1.0	17858	5	0.12415	0.1406	0.35804	0.899531	8541	8	0.12415
NT5C1B	18	0.7604	0.97479	1.0	17859	3	0.10513	0.46248	0.7481	1.0	14319	7	0.10513
PLEK	18	0.76045	0.97479	1.0	17860	4	0.20297	0.22438	0.49938	1.0	10465	9	0.20297
SYNJ2BP	3	0.76051	0.81489	1.0	17861	0	0.073326	0.3839	0.46992	1.0	13265	1	0.073326
hsa-mir-663b	6	0.76057	0.87874	1.0	17862	1	1.1974	0.0032067	0.011761	0.231582	1504	5	1.1974
NCOA7	18	0.76057	0.97479	1.0	17863	3	0.26944	0.31072	0.60859	1.0	12096	8	0.26944
RBM28	17	0.76079	0.97219	1.0	17864	3	0.34804	0.040952	0.14397	0.63303	4866	10	0.34804
C21orf91	18	0.76085	0.97489	1.0	17865	5	0.26225	0.049098	0.16624	0.665875	5309	9	0.26225
SSRP1	18	0.76098	0.97489	1.0	17866	4	0.38966	0.0077681	0.034133	0.322777	2257	11	0.38966
MRPS23	16	0.76115	0.96846	1.0	17867	3	0.63184	0.0034317	0.019134	0.269564	1558	10	0.63184
RSBN1L	16	0.76138	0.96856	1.0	17868	4	0.48237	0.01074	0.04292	0.353915	2638	10	0.48237
DPPA3	18	0.76153	0.97503	1.0	17869	5	0.082364	0.0057055	0.028151	0.303251	1958	8	0.082364
hsa-mir-4645	12	0.76156	0.95143	1.0	17870	3	0.097737	0.76986	0.89958	1.0	17964	4	0.097737
PXT1	18	0.76157	0.97503	1.0	17871	4	-0.015028	0.63706	0.86234	1.0	16536	6	-0.015028
hsa-mir-1912	6	0.76159	0.87891	1.0	17872	1	0.21358	0.15595	0.31012	0.846724	8897	3	0.21358
UFL1	18	0.7616	0.97508	1.0	17873	3	0.22241	0.050431	0.16914	0.667553	5391	6	0.22241
HIST1H3F	18	0.76162	0.97508	1.0	17874	5	0.12411	0.71183	0.8978	1.0	17320	6	0.12411
C11orf54	18	0.76171	0.97508	1.0	17875	5	0.066524	0.15383	0.38064	0.921917	8842	7	0.066524
SNTB1	18	0.76176	0.97508	1.0	17876	5	-0.043035	0.67267	0.87846	1.0	16907	2	-0.043035
AARSD1	18	0.76177	0.97508	1.0	17877	5	0.26205	0.093378	0.26881	0.814094	7054	10	0.26205
CDC42BPA	18	0.76198	0.97511	1.0	17878	3	1.2264	1.9222e-06	2.8534e-05	0.007546	75	12	1.2264
ADIPOQ	18	0.76205	0.97511	1.0	17879	5	-0.041887	0.54108	0.80245	1.0	15328	7	-0.041887
LRRC58	18	0.76214	0.97513	1.0	17880	5	0.52209	0.024977	0.095164	0.525147	3858	11	0.52209
EPT1	18	0.76215	0.97513	1.0	17881	4	0.15859	0.43668	0.72602	1.0	13990	7	0.15859
POU1F1	18	0.76219	0.97513	1.0	17882	5	0.19072	0.0025882	0.016978	0.261241	1355	8	0.19072
POLR2J3	12	0.76231	0.95172	1.0	17883	3	0.015367	0.88428	0.94689	1.0	19112	3	0.015367
ZNF197	18	0.76244	0.97526	1.0	17884	5	0.020867	0.29689	0.59412	1.0	11850	7	0.020867
PPP1R3B	18	0.76244	0.97526	1.0	17885	5	0.35384	0.044639	0.15335	0.645379	5071	11	0.35384
SAP30	18	0.7626	0.97528	1.0	17886	2	0.86957	0.0010919	0.010871	0.227775	967	12	0.86957
PDLIM7	18	0.76266	0.97528	1.0	17887	5	0.029145	0.40498	0.6998	1.0	13557	5	0.029145
FDX1L	15	0.76267	0.96568	1.0	17888	4	0.30979	0.4568	0.72758	1.0	14247	6	0.30979
GNL3L	18	0.76294	0.97531	1.0	17889	3	0.84998	8.9128e-05	0.0004764	0.030837	336	13	0.84998
SELL	17	0.76305	0.97257	1.0	17890	3	0.55061	0.0050177	0.024747	0.293392	1848	11	0.55061
OR2A25	17	0.76314	0.97257	1.0	17891	3	0.33078	0.16382	0.38919	0.92644	9089	8	0.33078
hsa-mir-1273f	12	0.7633	0.95191	1.0	17892	3	0.065627	0.40007	0.65451	1.0	13485	4	0.065627
PTBP3	18	0.7633	0.97545	1.0	17893	4	0.25927	0.065033	0.20054	0.715555	6019	10	0.25927
HSBP1	18	0.76331	0.97545	1.0	17894	5	0.063452	0.1553	0.38226	0.921986	8879	8	0.063452
ENC1	18	0.76336	0.97545	1.0	17895	4	-0.051271	0.26087	0.55145	1.0	11252	6	-0.051271
RPP38	18	0.76341	0.97545	1.0	17896	3	0.78103	0.00023498	0.0070264	0.22619	510	12	0.78103
DCDC2	15	0.76342	0.96589	1.0	17897	2	0.69549	0.019394	0.069738	0.444894	3448	9	0.69549
CNOT4	17	0.76343	0.9726	1.0	17898	4	0.17513	0.075044	0.21753	0.739034	6399	8	0.17513
TOR1AIP1	17	0.76349	0.9726	1.0	17899	4	0.54553	0.019947	0.073893	0.457991	3497	11	0.54553
MGAT4C	18	0.76361	0.9755	1.0	17900	5	0.11118	0.28459	0.57802	1.0	11644	8	0.11118
MAPK8IP1	18	0.7637	0.9755	1.0	17901	3	0.12657	0.51216	0.78528	1.0	14968	6	0.12657
DNAJB9	17	0.76371	0.97261	1.0	17902	3	0.25811	0.017193	0.064778	0.42901	3256	8	0.25811
SLC2A1	18	0.76383	0.9755	1.0	17903	3	0.42827	0.039705	0.13913	0.621502	4790	10	0.42827
TCP1	17	0.76386	0.97261	1.0	17904	4	0.54401	0.0044516	0.023339	0.288649	1735	9	0.54401
OSER1	12	0.76388	0.95203	1.0	17905	2	0.22385	0.25616	0.50171	1.0	11155	6	0.22385
WISP3	17	0.76417	0.97267	1.0	17906	4	0.43917	0.0070887	0.031803	0.314838	2172	9	0.43917
SUPT20H	12	0.76428	0.95203	1.0	17907	1	0.41037	0.045539	0.13963	0.622173	5117	7	0.41037
KIAA1109	16	0.76432	0.96916	1.0	17908	4	0.21095	0.21096	0.46755	1.0	10178	8	0.21095
CPOX	18	0.76438	0.97559	1.0	17909	4	0.20464	0.00038856	0.0077103	0.22619	640	9	0.20464
AP3M1	18	0.7644	0.97559	1.0	17910	3	0.43987	0.0058556	0.028497	0.303251	1989	9	0.43987
PRKD3	18	0.7644	0.97559	1.0	17911	3	0.059594	0.25721	0.54532	1.0	11178	8	0.059594
CCKBR	18	0.7644	0.97559	1.0	17912	5	0.068604	0.87765	0.96336	1.0	19032	5	0.068604
CPQ	18	0.76451	0.97559	1.0	17913	4	0.26506	0.038789	0.13718	0.617767	4742	10	0.26506
CCL2	18	0.76453	0.97559	1.0	17914	1	0.46444	0.0017578	0.013546	0.240604	1164	12	0.46444
MMP14	18	0.7646	0.97562	1.0	17915	4	0.12075	0.31846	0.61919	1.0	12234	8	0.12075
EIF4G3	18	0.76467	0.97562	1.0	17916	5	0.096031	0.12313	0.32445	0.863409	8041	7	0.096031
MUTYH	18	0.76471	0.97562	1.0	17917	5	0.18651	0.072967	0.21816	0.739316	6332	9	0.18651
INSL5	18	0.76476	0.97562	1.0	17918	4	0.42339	0.020085	0.076036	0.464946	3513	11	0.42339
TAS2R13	18	0.76477	0.97562	1.0	17919	5	0.04125	0.71315	0.89847	1.0	17336	6	0.04125
C3orf30	18	0.76497	0.97565	1.0	17920	4	0.71156	0.0076565	0.033776	0.321832	2249	11	0.71156
SPIN1	18	0.76501	0.97565	1.0	17921	4	0.19527	0.19021	0.44209	0.978214	9704	9	0.19527
AP3S2	12	0.76511	0.95222	1.0	17922	2	0.31768	0.03366	0.10942	0.558792	4423	7	0.31768
MMEL1	18	0.76533	0.97565	1.0	17923	5	0.17218	0.51581	0.78623	1.0	15020	7	0.17218
DDB2	18	0.76554	0.97565	1.0	17924	5	0.067585	0.033747	0.12014	0.581668	4424	7	0.067585
TIPRL	18	0.76572	0.97565	1.0	17925	4	0.15233	0.016311	0.062634	0.422061	3178	8	0.15233
TEX9	18	0.76584	0.9757	1.0	17926	5	0.40511	0.042993	0.1479	0.635654	4978	11	0.40511
SGMS2	18	0.76587	0.9757	1.0	17927	5	0.18471	0.13824	0.35381	0.893059	8483	8	0.18471
ZSCAN16	18	0.76589	0.9757	1.0	17928	3	0.36918	0.014481	0.056473	0.399245	3010	12	0.36918
hsa-mir-6827	8	0.76594	0.91875	1.0	17929	2	-0.097243	0.98789	0.97949	1.0	20287	0	-0.097243
MEIS2	18	0.76604	0.9757	1.0	17930	4	0.26212	0.042761	0.14746	0.635506	4966	11	0.26212
PRKACB	17	0.76607	0.97291	1.0	17931	4	0.41682	0.0060944	0.028338	0.303251	2029	11	0.41682
GRK4	17	0.76607	0.97291	1.0	17932	2	0.49524	0.00079844	0.0090552	0.22619	855	13	0.49524
SMIM19	18	0.76617	0.9757	1.0	17933	3	0.51881	0.00050612	0.0082568	0.22619	708	14	0.51881
NDUFA4	18	0.7663	0.97575	1.0	17934	3	0.17629	0.39717	0.69199	1.0	13438	7	0.17629
KRT3	18	0.76631	0.97575	1.0	17935	5	0.02957	0.41172	0.70642	1.0	13656	8	0.02957
HIST1H4L	18	0.76642	0.97575	1.0	17936	4	0.22212	0.072059	0.21608	0.736071	6299	8	0.22212
MORC3	18	0.76642	0.97575	1.0	17937	3	0.15019	0.55453	0.81138	1.0	15504	6	0.15019
EDF1	18	0.76646	0.97575	1.0	17938	5	-0.032045	0.65459	0.8708	1.0	16714	5	-0.032045
HIST2H4B	16	0.76658	0.96957	1.0	17939	2	0.70445	0.0004662	0.0072332	0.22619	681	11	0.70445
HADHA	16	0.76668	0.96957	1.0	17940	3	0.41078	0.0085294	0.035389	0.329045	2361	11	0.41078
CNIH	12	0.76672	0.9524	1.0	17941	3	0.42704	0.023849	0.080977	0.476557	3783	8	0.42704
MIER2	17	0.76675	0.97297	1.0	17942	3	0.23168	0.072796	0.21274	0.731753	6322	10	0.23168
SLC22A9	18	0.76681	0.97575	1.0	17943	5	0.15506	0.42702	0.71769	1.0	13861	8	0.15506
FBXL4	18	0.76683	0.97575	1.0	17944	5	0.69897	0.0005583	0.00848	0.22619	730	12	0.69897
KCNJ11	18	0.76688	0.97575	1.0	17945	5	0.13686	0.041871	0.14604	0.63303	4917	7	0.13686
C7orf33	17	0.76705	0.973	1.0	17946	3	-0.012516	0.65669	0.86604	1.0	16738	5	-0.012516
DNAH12	17	0.7672	0.973	1.0	17947	3	0.64761	0.015014	0.056331	0.399245	3067	11	0.64761
GZMB	15	0.7673	0.96669	1.0	17948	3	0.19946	0.22198	0.48695	1.0	10415	6	0.19946
SIT1	18	0.7673	0.97578	1.0	17949	5	0.053402	0.013058	0.050718	0.382384	2862	7	0.053402
SYAP1	17	0.76732	0.973	1.0	17950	4	0.30764	0.28716	0.57841	1.0	11686	8	0.30764
ANP32E	17	0.76754	0.973	1.0	17951	3	0.45918	0.0081014	0.035005	0.326935	2307	9	0.45918
RBM48	17	0.76783	0.97304	1.0	17952	2	0.77493	0.00017723	0.0064466	0.22619	457	13	0.77493
GNPNAT1	16	0.76785	0.96974	1.0	17953	4	-0.074729	0.38385	0.66697	1.0	13262	6	-0.074729
USP54	16	0.7679	0.96974	1.0	17954	4	0.30836	0.023055	0.084695	0.48932	3733	8	0.30836
ZNF670	18	0.768	0.97591	1.0	17955	4	0.66026	0.0058723	0.028497	0.303251	1993	10	0.66026
SH3BGRL	17	0.76839	0.97306	1.0	17956	4	0.38973	0.023618	0.089448	0.508615	3765	10	0.38973
PROCA1	18	0.76849	0.97601	1.0	17957	2	0.096068	0.46849	0.75173	1.0	14409	7	0.096068
CSN1S1	18	0.76853	0.97607	1.0	17958	5	-0.035635	0.054397	0.17911	0.684576	5588	8	-0.035635
hsa-mir-378j	10	0.76856	0.93908	1.0	17959	2	0.21421	0.3095	0.55119	1.0	12078	5	0.21421
ETAA1	17	0.76856	0.97321	1.0	17960	3	0.29936	0.041641	0.14556	0.63303	4909	9	0.29936
CAPN3	18	0.76859	0.97607	1.0	17961	4	0.6782	0.0017372	0.01344	0.239499	1157	13	0.6782
ACOX1	18	0.7686	0.97607	1.0	17962	5	-0.18849	0.26129	0.5522	1.0	11264	6	-0.18849
ESF1	18	0.76869	0.97615	1.0	17963	2	0.16797	0.14703	0.37233	0.915536	8682	9	0.16797
hsa-mir-183	12	0.76875	0.95269	1.0	17964	3	-0.021503	0.55175	0.7765	1.0	15462	4	-0.021503
RNF111	18	0.7688	0.97615	1.0	17965	2	0.31779	0.026414	0.09781	0.530047	3951	9	0.31779
ZNF519	15	0.76882	0.96701	1.0	17966	4	0.15714	0.15244	0.36208	0.904556	8817	6	0.15714
TAC3	18	0.76887	0.97615	1.0	17967	4	0.28127	0.074315	0.2212	0.745264	6373	9	0.28127
RFPL4A	12	0.76912	0.95277	1.0	17968	3	0.47377	0.0056252	0.023228	0.288505	1948	8	0.47377
EDDM3B	18	0.76913	0.9762	1.0	17969	3	0.18665	0.35801	0.65675	1.0	12872	7	0.18665
CPLX1	16	0.76919	0.96995	1.0	17970	4	0.43676	0.028447	0.103	0.539594	4103	8	0.43676
VPS29	17	0.7693	0.97333	1.0	17971	3	0.33787	0.025363	0.092784	0.517253	3890	11	0.33787
SPCS3	18	0.76941	0.9762	1.0	17972	5	0.22512	0.15688	0.38368	0.921986	8923	9	0.22512
SMCR9	18	0.76954	0.97627	1.0	17973	4	0.18831	0.13287	0.34617	0.885109	8350	9	0.18831
OR4C12	18	0.76972	0.97638	1.0	17974	3	0.88842	3.7575e-05	0.00021708	0.018584	252	15	0.88842
C3orf27	17	0.76973	0.97336	1.0	17975	4	0.31307	0.061003	0.18696	0.693707	5874	10	0.31307
LRTOMT	18	0.7698	0.97638	1.0	17976	4	-0.078632	0.59528	0.84007	1.0	16020	5	-0.078632
LSM3	17	0.76982	0.97336	1.0	17977	4	0.31696	0.10144	0.27758	0.820723	7310	8	0.31696
hsa-mir-586	6	0.76986	0.88028	1.0	17978	1	0.57822	0.016126	0.047614	0.372034	3169	5	0.57822
C17orf64	18	0.76993	0.97641	1.0	17979	4	-0.062682	0.95168	0.98536	1.0	19838	4	-0.062682
C17orf102	18	0.76999	0.97641	1.0	17980	2	0.51523	0.0027239	0.017518	0.261241	1389	13	0.51523
CHD1L	17	0.77006	0.97336	1.0	17981	3	0.070343	0.071217	0.21021	0.728418	6265	8	0.070343
RGS10	18	0.77021	0.97641	1.0	17982	4	0.047568	0.1478	0.3731	0.915536	8708	7	0.047568
TRIQK	16	0.77024	0.97026	1.0	17983	3	0.36825	0.0041347	0.021195	0.278708	1678	10	0.36825
CYP26C1	15	0.77047	0.96723	1.0	17984	4	0.10404	0.035178	0.12368	0.589094	4516	7	0.10404
FBXO21	18	0.7705	0.97645	1.0	17985	4	0.24892	0.12006	0.31407	0.849936	7944	10	0.24892
SDHC	18	0.7705	0.97645	1.0	17986	4	0.096414	0.0018456	0.013918	0.24259	1185	8	0.096414
RPUSD2	18	0.77057	0.97648	1.0	17987	4	0.28093	0.12469	0.3269	0.864081	8102	9	0.28093
hsa-mir-582	12	0.77079	0.95327	1.0	17988	1	0.50709	0.025292	0.087345	0.499668	3885	7	0.50709
WBP4	18	0.77085	0.97648	1.0	17989	5	0.16872	0.084182	0.24102	0.771457	6734	7	0.16872
KRTAP3-2	16	0.77112	0.97034	1.0	17990	4	0.44319	0.1102	0.29329	0.832715	7613	8	0.44319
CCL15	18	0.77118	0.97656	1.0	17991	3	0.24606	0.024284	0.092824	0.517253	3811	11	0.24606
ZNF513	18	0.77122	0.97656	1.0	17992	4	0.073402	0.62732	0.85747	1.0	16430	6	0.073402
FAM227B	17	0.77122	0.97354	1.0	17993	1	0.60166	0.0038663	0.021348	0.279231	1625	12	0.60166
CCDC117	17	0.7713	0.97358	1.0	17994	3	0.32702	0.078522	0.22553	0.750387	6535	9	0.32702
KIAA1704	18	0.77132	0.97661	1.0	17995	5	0.16073	0.00050206	0.0082358	0.22619	701	7	0.16073
RBPJ	15	0.77135	0.9674	1.0	17996	2	0.96298	9.4029e-05	0.00047092	0.030669	345	11	0.96298
SMCHD1	18	0.77143	0.97661	1.0	17997	5	0.2218	0.11934	0.31268	0.849371	7921	9	0.2218
KRTAP19-6	16	0.77148	0.97038	1.0	17998	4	0.27212	0.10704	0.28557	0.82719	7491	8	0.27212
WISP1	18	0.77157	0.97663	1.0	17999	2	0.70227	0.00076057	0.0092958	0.22619	835	13	0.70227
IL20RA	18	0.77167	0.97668	1.0	18000	4	0.70352	0.016641	0.0639	0.427543	3209	10	0.70352
TRA2B	18	0.77169	0.97668	1.0	18001	5	0.23843	0.0084098	0.036641	0.332912	2347	9	0.23843
NIT1	17	0.77177	0.9737	1.0	18002	4	0.045745	0.39068	0.67951	1.0	13350	7	0.045745
ARID3C	18	0.77183	0.97668	1.0	18003	3	0.11284	0.83075	0.94594	1.0	18530	5	0.11284
BEST4	18	0.7719	0.97673	1.0	18004	4	0.37411	0.0049381	0.025794	0.295193	1831	12	0.37411
IGIP	18	0.77224	0.97677	1.0	18005	5	0.24089	0.2258	0.5005	1.0	10501	9	0.24089
NBL1	18	0.77225	0.97677	1.0	18006	5	0.15605	0.19011	0.44185	0.978214	9699	9	0.15605
CELA3B	17	0.77228	0.97373	1.0	18007	4	0.38476	0.10228	0.28008	0.822505	7338	9	0.38476
RASGRF1	18	0.77235	0.97677	1.0	18008	3	0.28396	0.075438	0.22346	0.748216	6419	9	0.28396
ATP6AP1L	16	0.77235	0.97045	1.0	18009	4	0.54781	0.030561	0.1085	0.55564	4231	10	0.54781
CCNH	14	0.77248	0.96518	1.0	18010	2	0.034176	0.28742	0.55773	1.0	11692	5	0.034176
VWA2	18	0.77255	0.9768	1.0	18011	4	0.11089	0.037134	0.13379	0.613442	4643	7	0.11089
ADAT2	18	0.77257	0.9768	1.0	18012	5	0.068476	0.56338	0.81614	1.0	15609	7	0.068476
CPLX2	15	0.77265	0.9678	1.0	18013	4	0.34642	0.025054	0.091641	0.516079	3863	8	0.34642
FAM204A	17	0.77268	0.97373	1.0	18014	4	0.79039	0.0049286	0.024524	0.292935	1828	10	0.79039
PNLIPRP2	18	0.77271	0.97685	1.0	18015	3	0.19874	0.017062	0.064825	0.42901	3244	8	0.19874
SLC38A6	18	0.77276	0.97685	1.0	18016	4	0.032499	0.74193	0.91242	1.0	17663	5	0.032499
SLC9A8	15	0.77291	0.96787	1.0	18017	2	0.76201	0.0012414	0.010256	0.22619	1026	11	0.76201
OR10A7	17	0.77297	0.97373	1.0	18018	3	0.51968	0.083957	0.24206	0.773022	6727	10	0.51968
RSF1	18	0.77309	0.97687	1.0	18019	4	0.25225	0.15973	0.38714	0.924753	8990	9	0.25225
XRN1	18	0.77312	0.97687	1.0	18020	4	0.33106	0.090054	0.25827	0.799333	6934	10	0.33106
NOC3L	17	0.7732	0.97376	1.0	18021	3	0.40372	0.0014097	0.011855	0.231582	1069	11	0.40372
PEBP4	18	0.77338	0.97698	1.0	18022	4	0.15405	0.39054	0.68627	1.0	13349	8	0.15405
OR9I1	16	0.77339	0.97077	1.0	18023	4	-0.18094	0.15653	0.37131	0.91434	8915	5	-0.18094
AREG	18	0.77343	0.97698	1.0	18024	4	0.17668	0.11675	0.30824	0.844887	7839	7	0.17668
OR4C3	18	0.77347	0.97698	1.0	18025	1	0.59878	0.00010617	0.00055903	0.033865	363	13	0.59878
ZNF812	18	0.77356	0.97698	1.0	18026	5	0.0075549	0.70266	0.89344	1.0	17227	6	0.0075549
MAP4K5	17	0.7737	0.97379	1.0	18027	4	-0.010989	0.70953	0.89527	1.0	17295	4	-0.010989
LGALS9C	18	0.7739	0.97703	1.0	18028	5	0.06611	0.52274	0.78971	1.0	15089	7	0.06611
GSKIP	18	0.7739	0.97703	1.0	18029	3	0.29868	0.12013	0.31407	0.849936	7946	10	0.29868
hsa-mir-516a-1	3	0.77398	0.82662	1.0	18030	0	0.19152	0.24087	0.33737	0.87834	10812	2	0.19152
NPHP3	18	0.77405	0.97703	1.0	18031	4	0.29228	0.11767	0.30969	0.846556	7872	9	0.29228
AP2B1	15	0.77408	0.96816	1.0	18032	4	0.4692	0.020342	0.075853	0.464873	3531	8	0.4692
hsa-mir-4434	11	0.77413	0.95104	1.0	18033	2	0.26442	0.079513	0.20619	0.72507	6568	5	0.26442
