sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
HGLibA_48880_r1	TDG	64459	66878	64459	66878	0.05316	2.927e+06	1.453e+07	0.63474	0.7372	0.2628	0.5256	0.70215	True
HGLibB_52377_r1	TXNL4B	73334	70673	73334	70673	-0.053333	3.5419e+06	1.7602e+07	0.63439	0.26291	0.73709	0.52582	0.70215	False
HGLibB_20380_r2	GSDMB	1.7836e+05	1.835e+05	1.7836e+05	1.835e+05	0.041014	1.3227e+07	6.6006e+07	0.63307	0.73665	0.26335	0.52669	0.70289	True
HGLibB_57371_r2	NonTargetingControlGuideForHuman_0343	70322	72889	70322	72889	0.051728	3.2952e+06	1.6537e+07	0.63128	0.73607	0.26393	0.52786	0.70375	True
HGLibB_40376_r0	RBBP4	1.2062e+05	1.1679e+05	1.2062e+05	1.1679e+05	-0.046556	7.3354e+06	3.689e+07	0.63063	0.26414	0.73586	0.52828	0.70375	False
HGLibA_02846_r0	ARHGEF3	28982	30309	28982	30309	0.064589	8.8053e+05	4.4291e+06	0.63056	0.73584	0.26416	0.52833	0.70375	True
HGLibA_49725_r0	TM9SF2	57842	60058	57842	60058	0.054239	2.4554e+06	1.2369e+07	0.63011	0.73569	0.26431	0.52862	0.70375	True
HGLibB_56216_r1	ZNF573	20090	21100	20090	21100	0.070721	5.0946e+05	2.57e+06	0.62966	0.73554	0.26446	0.52892	0.70375	True
HGLibB_51198_r1	TRAF5	30680	29307	30680	29307	-0.066033	9.4205e+05	4.82e+06	0.62522	0.26591	0.73409	0.53183	0.70681	False
HGLibB_10487_r2	COL10A1	1.3051e+05	1.2648e+05	1.3051e+05	1.2648e+05	-0.04521	8.1058e+06	4.1478e+07	0.62518	0.26593	0.73407	0.53185	0.70681	False
HGLibA_26589_r1	LINGO2	77924	80661	77924	80661	0.049805	3.7458e+06	1.9264e+07	0.62361	0.73356	0.26644	0.53288	0.70776	True
HGLibA_30454_r1	MTOR	51023	53017	51023	53017	0.05532	1.989e+06	1.0265e+07	0.62253	0.7332	0.2668	0.5336	0.70828	True
HGLibB_57135_r1	NonTargetingControlGuideForHuman_0107	87422	84456	87422	84456	-0.049795	4.3984e+06	2.2857e+07	0.62037	0.26751	0.73249	0.53501	0.70974	False
HGLibA_40735_r0	RDH11	1.7994e+05	1.8499e+05	1.7994e+05	1.8499e+05	0.039947	1.2761e+07	6.6878e+07	0.61776	0.73163	0.26837	0.53673	0.7116	True
HGLibB_57638_r1	NonTargetingControlGuideForHuman_0610	85834	88740	85834	88740	0.048044	4.224e+06	2.2242e+07	0.61629	0.73115	0.26885	0.5377	0.71246	True
HGLibB_57960_r1	NonTargetingControlGuideForHuman_0932	59475	61683	59475	61683	0.052586	2.4374e+06	1.2891e+07	0.61494	0.7307	0.2693	0.5386	0.71287	True
HGLibB_57698_r2	NonTargetingControlGuideForHuman_0670	1.4532e+05	1.4104e+05	1.4532e+05	1.4104e+05	-0.043224	9.1999e+06	4.8671e+07	0.61485	0.26933	0.73067	0.53865	0.71287	False
HGLibA_03784_r2	ATP8B2	43227	44956	43227	44956	0.056588	1.4951e+06	8.0225e+06	0.61052	0.72924	0.27076	0.54152	0.71623	True
HGLibB_57425_r0	NonTargetingControlGuideForHuman_0397	83807	80983	83807	80983	-0.049454	3.9879e+06	2.1466e+07	0.60955	0.27108	0.72892	0.54216	0.71665	False
HGLibA_49643_r0	TLR10	14998	14216	14998	14216	-0.077258	3.0582e+05	1.665e+06	0.60609	0.27223	0.72777	0.54446	0.71926	False
HGLibA_52144_r1	TTC40	1.5377e+05	1.5817e+05	1.5377e+05	1.5817e+05	0.040735	9.6957e+06	5.2936e+07	0.60524	0.72749	0.27251	0.54502	0.71958	True
HGLibB_40176_r0	RAP1GAP	1.8459e+05	1.7958e+05	1.8459e+05	1.7958e+05	-0.039704	1.2555e+07	6.9469e+07	0.6012	0.27385	0.72615	0.5477	0.7227	False
HGLibB_17395_r2	FGF7	55319	57349	55319	57349	0.052	2.0611e+06	1.1575e+07	0.59675	0.72466	0.27534	0.55067	0.72618	True
HGLibA_22042_r1	HPRT1	1.5895e+05	1.6337e+05	1.5895e+05	1.6337e+05	0.039624	9.7947e+06	5.5609e+07	0.59352	0.72358	0.27642	0.55283	0.72843	True
HGLibB_32537_r1	NR1H2	89891	86998	89891	86998	-0.047195	4.1848e+06	2.3824e+07	0.59272	0.27668	0.72332	0.55337	0.72843	False
HGLibB_57167_r0	NonTargetingControlGuideForHuman_0139	46417	48187	46417	48187	0.053967	1.5651e+06	8.9182e+06	0.59245	0.72323	0.27677	0.55355	0.72843	True
HGLibA_48300_r2	TANGO6	53449	51485	53449	51485	-0.054013	1.9289e+06	1.0998e+07	0.59225	0.27684	0.72316	0.55369	0.72843	False
HGLibA_52143_r1	TTC40	68240	70590	68240	70590	0.048846	2.7614e+06	1.5815e+07	0.59094	0.72272	0.27728	0.55456	0.72884	True
HGLibA_19570_r0	GNPNAT1	81873	79183	81873	79183	-0.0482	3.6185e+06	2.0734e+07	0.59081	0.27733	0.72267	0.55465	0.72884	False
HGLibB_18060_r2	FSD2	30868	32168	30868	32168	0.059532	8.4558e+05	4.864e+06	0.58965	0.72229	0.27771	0.55542	0.72942	True
HGLibA_62384_r0	hsa-mir-573	54823	56814	54823	56814	0.051458	1.9816e+06	1.1421e+07	0.58906	0.72209	0.27791	0.55582	0.72951	True
HGLibA_29069_r0	MFN1	24897	23795	24897	23795	-0.065293	6.0688e+05	3.5343e+06	0.58603	0.27893	0.72107	0.55786	0.7316	False
HGLibA_12186_r0	CYP4F2	2.9703e+05	2.9007e+05	2.9703e+05	2.9007e+05	-0.034179	2.418e+07	1.4097e+08	0.58572	0.27903	0.72097	0.55807	0.7316	False
HGLibA_57370_r0	hsa-mir-1244-3	22066	21061	22066	21061	-0.067248	5.0503e+05	2.9542e+06	0.58472	0.27937	0.72063	0.55873	0.73175	False
HGLibA_22044_r0	HPRT1	15920	15132	15920	15132	-0.073277	3.1085e+05	1.8194e+06	0.58456	0.27942	0.72058	0.55884	0.73175	False
HGLibA_54609_r2	XRRA1	56089	54083	56089	54083	-0.05254	2.0118e+06	1.1816e+07	0.58356	0.27976	0.72024	0.55952	0.73184	False
HGLibB_34543_r0	ORAI1	2.6127e+05	2.5498e+05	2.6127e+05	2.5498e+05	-0.035184	1.9812e+07	1.1648e+08	0.58326	0.27986	0.72014	0.55972	0.73184	False
HGLibB_28702_r0	MED12	1.4734e+05	1.5145e+05	1.4734e+05	1.5145e+05	0.039684	8.4425e+06	4.9678e+07	0.583	0.72005	0.27995	0.55989	0.73184	True
HGLibB_49655_r2	TM7SF2	87339	90100	87339	90100	0.044898	3.8111e+06	2.2825e+07	0.57788	0.71833	0.28167	0.56334	0.73541	True
HGLibB_29187_r1	MICU3	94658	97587	94658	97587	0.043965	4.2897e+06	2.5726e+07	0.57748	0.71819	0.28181	0.56361	0.73541	True
HGLibA_23229_r0	IMMP1L	28437	27238	28437	27238	-0.062109	7.1796e+05	4.3059e+06	0.57748	0.28181	0.71819	0.56362	0.73541	False
HGLibB_03260_r1	ASCC3	56604	54611	56604	54611	-0.051727	1.9872e+06	1.1977e+07	0.57604	0.28229	0.71771	0.56459	0.73619	False
HGLibA_05829_r1	C1orf210	45687	47385	45687	47385	0.052642	1.4414e+06	8.7105e+06	0.5753	0.71745	0.28255	0.56509	0.73619	True
HGLibA_01232_r0	AGPAT6	91768	94619	91768	94619	0.044133	4.0631e+06	2.4567e+07	0.57513	0.7174	0.2826	0.5652	0.73619	True
HGLibA_54844_r2	ZBTB22	1.3928e+05	1.4316e+05	1.3928e+05	1.4316e+05	0.0396	7.5121e+06	4.5692e+07	0.57342	0.71682	0.28318	0.56636	0.73726	True
HGLibB_47574_r1	STX18	46285	47993	46285	47993	0.052258	1.4575e+06	8.8805e+06	0.57293	0.71665	0.28335	0.56669	0.73726	True
HGLibA_28490_r2	MBD5	27286	26135	27286	26135	-0.062149	6.6185e+05	4.0495e+06	0.57173	0.28375	0.71625	0.5675	0.73757	False
HGLibA_64104_r0	hsa-mir-8066	9355.1	9874.7	9355.1	9874.7	0.077986	1.3503e+05	8.2653e+05	0.57161	0.71621	0.28379	0.56759	0.73757	True
HGLibA_48887_r2	TDO2	46782	45069	46782	45069	-0.053807	1.4667e+06	9.0224e+06	0.57019	0.28428	0.71572	0.56855	0.7383	False
HGLibA_17416_r1	FGF7	77431	79921	77431	79921	0.045647	3.0979e+06	1.9083e+07	0.5698	0.71559	0.28441	0.56882	0.7383	True
HGLibA_58395_r0	hsa-mir-296	1.4121e+05	1.3732e+05	1.4121e+05	1.3732e+05	-0.040234	7.5411e+06	4.6635e+07	0.56869	0.28478	0.71522	0.56956	0.7385	False
HGLibA_07167_r0	CAPN3	73077	70698	73077	70698	-0.047752	2.8304e+06	1.751e+07	0.56859	0.28482	0.71518	0.56964	0.7385	False
HGLibB_57069_r1	NonTargetingControlGuideForHuman_0041	2.0217e+05	1.9711e+05	2.0217e+05	1.9711e+05	-0.036569	1.2803e+07	7.9533e+07	0.5674	0.28522	0.71478	0.57044	0.73912	False
HGLibA_44176_r0	SIM2	79141	76628	79141	76628	-0.046547	3.1568e+06	1.9713e+07	0.56592	0.28572	0.71428	0.57145	0.73999	False
HGLibB_51500_r0	TRIM60	51284	53101	51284	53101	0.050251	1.6522e+06	1.0343e+07	0.56523	0.71404	0.28596	0.57192	0.74012	True
HGLibA_62850_r2	hsa-mir-6500	71239	68922	71239	68922	-0.047714	2.6856e+06	1.6859e+07	0.56444	0.28623	0.71377	0.57245	0.74012	False
HGLibB_40006_r2	RAD17	13141	13801	13141	13801	0.070706	2.1789e+05	1.3685e+06	0.5643	0.71373	0.28627	0.57255	0.74012	True
HGLibA_43549_r1	SERPINB3	44944	46588	44944	46588	0.051825	1.3512e+06	8.5008e+06	0.56382	0.71356	0.28644	0.57288	0.74012	True
HGLibA_38100_r2	PPP1R3B	65651	67825	65651	67825	0.046999	2.3631e+06	1.4931e+07	0.56262	0.71315	0.28685	0.5737	0.74075	True
HGLibB_23038_r0	IL2	68606	66361	68606	66361	-0.047984	2.5185e+06	1.5941e+07	0.56212	0.28702	0.71298	0.57403	0.74075	False
HGLibB_34543_r2	ORAI1	1.8057e+05	1.8517e+05	1.8057e+05	1.8517e+05	0.036325	1.0599e+07	6.7228e+07	0.56153	0.71278	0.28722	0.57443	0.74084	True
HGLibA_29228_r0	MICU3	22023	22984	22023	22984	0.061665	4.6249e+05	2.9455e+06	0.56038	0.71239	0.28761	0.57522	0.74142	True
HGLibB_25252_r1	KLRC2	89669	92379	89669	92379	0.042954	3.6718e+06	2.3736e+07	0.55622	0.71097	0.28903	0.57806	0.74429	True
HGLibB_12469_r0	DCDC2	29690	30882	29690	30882	0.056769	7.0996e+05	4.5908e+06	0.55614	0.71094	0.28906	0.57811	0.74429	True
HGLibA_28177_r2	MAP3K19	52821	54637	52821	54637	0.048765	1.6489e+06	1.0807e+07	0.5524	0.70966	0.29034	0.58067	0.74715	True
HGLibA_43549_r0	SERPINB3	35989	37353	35989	37353	0.053643	9.2943e+05	6.1101e+06	0.55157	0.70938	0.29062	0.58124	0.74727	True
HGLibA_32028_r1	NKX1-2	66980	69141	66980	69141	0.04582	2.3359e+06	1.5383e+07	0.5511	0.70922	0.29078	0.58157	0.74727	True
HGLibB_57167_r2	NonTargetingControlGuideForHuman_0139	27136	28240	27136	28240	0.057524	6.093e+05	4.0166e+06	0.55081	0.70912	0.29088	0.58177	0.74727	True
HGLibB_44125_r2	SIM2	51315	53074	51315	53074	0.048625	1.5471e+06	1.0352e+07	0.54672	0.70771	0.29229	0.58457	0.75031	True
HGLibB_08223_r1	CD109	41662	40156	41662	40156	-0.053088	1.1329e+06	7.5946e+06	0.5462	0.29246	0.70754	0.58493	0.75031	False
HGLibA_58396_r1	hsa-mir-296	79777	82215	79777	82215	0.043419	2.9706e+06	1.9949e+07	0.54573	0.70737	0.29263	0.58525	0.75031	True
HGLibB_57759_r2	NonTargetingControlGuideForHuman_0731	39996	41453	39996	41453	0.051629	1.0618e+06	7.1477e+06	0.54507	0.70715	0.29285	0.5857	0.75031	True
HGLibB_53741_r0	VPS52	1880.6	2031.6	1880.6	2031.6	0.11141	11410	76860	0.5449	0.70709	0.29291	0.58582	0.75031	True
HGLibA_64102_r0	hsa-mir-8066	52504	54284	52504	54284	0.048099	1.5842e+06	1.0711e+07	0.54389	0.70674	0.29326	0.58652	0.75077	True
HGLibA_33829_r1	OR2L8	63193	65228	63193	65228	0.04573	2.071e+06	1.4107e+07	0.54185	0.70604	0.29396	0.58792	0.75214	True
HGLibA_47630_r1	STX18	41714	43205	41714	43205	0.050658	1.1112e+06	7.6089e+06	0.54044	0.70555	0.29445	0.58889	0.75294	True
HGLibB_42673_r2	SAP30BP	35211	36523	35211	36523	0.052754	8.5992e+05	5.9149e+06	0.53923	0.70513	0.29487	0.58973	0.75315	True
HGLibB_48821_r0	TDG	22426	21488	22426	21488	-0.061638	4.3994e+05	3.0261e+06	0.53922	0.29487	0.70513	0.58973	0.75315	False
HGLibA_19650_r1	GOLGB1	87498	84929	87498	84929	-0.042997	3.3006e+06	2.2887e+07	0.53706	0.29561	0.70439	0.59123	0.75444	False
HGLibB_55619_r2	ZNF26	49795	51484	49795	51484	0.04812	1.4262e+06	9.8996e+06	0.53679	0.70429	0.29571	0.59142	0.75444	True
HGLibA_03264_r2	ASCC3	46968	48582	46968	48582	0.048756	1.3032e+06	9.0758e+06	0.53589	0.70398	0.29602	0.59203	0.75448	True
HGLibA_28179_r1	MAP3K19	80536	82946	80536	82946	0.042525	2.9023e+06	2.0232e+07	0.53563	0.70389	0.29611	0.59222	0.75448	True
HGLibA_34398_r2	OR6C65	59736	61664	59736	61664	0.045829	1.8588e+06	1.2976e+07	0.53526	0.70376	0.29624	0.59247	0.75448	True
HGLibA_42726_r0	SAP30BP	10651	10118	10651	10118	-0.074151	1.4241e+05	1.002e+06	0.53315	0.29697	0.70303	0.59393	0.75591	False
HGLibB_33152_r2	OARD1	28155	29250	28155	29250	0.055085	6.0043e+05	4.2425e+06	0.53202	0.70265	0.29735	0.59471	0.75647	True
HGLibB_18059_r0	FSD2	17771	18549	17771	18549	0.061791	3.0242e+05	2.142e+06	0.53138	0.70242	0.29758	0.59515	0.7566	True
HGLibB_57299_r0	NonTargetingControlGuideForHuman_0271	11714	12282	11714	12282	0.068403	1.6177e+05	1.1538e+06	0.52954	0.70179	0.29821	0.59643	0.7577	True
HGLibA_39154_r1	PSMD11	67889	65792	67889	65792	-0.04525	2.1972e+06	1.5694e+07	0.52916	0.29835	0.70165	0.59669	0.7577	False
HGLibB_57624_r0	NonTargetingControlGuideForHuman_0596	52994	54734	52994	54734	0.046592	1.5128e+06	1.086e+07	0.52783	0.70119	0.29881	0.59762	0.75776	True
HGLibB_03781_r1	ATP8B2	57124	58961	57124	58961	0.045669	1.6877e+06	1.2141e+07	0.52727	0.701	0.299	0.59801	0.75776	True
HGLibA_44177_r1	SIM2	79764	82118	79764	82118	0.041964	2.7712e+06	1.9944e+07	0.52716	0.70096	0.29904	0.59809	0.75776	True
HGLibB_48200_r1	TAF8	30424	31574	30424	31574	0.053531	6.6139e+05	4.7605e+06	0.52713	0.70095	0.29905	0.5981	0.75776	True
HGLibB_24642_r2	KIAA1009	83770	86200	83770	86200	0.041255	2.9526e+06	2.1452e+07	0.52467	0.70009	0.29991	0.59981	0.75917	True
HGLibB_28137_r2	MAP3K19	1.256e+05	1.2232e+05	1.256e+05	1.2232e+05	-0.038197	5.3856e+06	3.9181e+07	0.52432	0.30003	0.69997	0.60006	0.75917	False
HGLibA_19570_r1	GNPNAT1	80244	82595	80244	82595	0.041657	2.7632e+06	2.0123e+07	0.52405	0.69988	0.30012	0.60025	0.75917	True
HGLibA_23682_r1	ISOC1	54895	56643	54895	56643	0.045214	1.5272e+06	1.1444e+07	0.51663	0.69729	0.30271	0.60541	0.76527	True
HGLibB_57960_r0	NonTargetingControlGuideForHuman_0932	34233	33004	34233	33004	-0.052744	7.5516e+05	5.6722e+06	0.51601	0.30292	0.69708	0.60585	0.76539	False
HGLibA_48887_r1	TDO2	56042	57808	56042	57808	0.044776	1.5605e+06	1.1801e+07	0.51427	0.69647	0.30353	0.60707	0.76649	True
HGLibB_16338_r2	FAM192A	45906	44387	45906	44387	-0.048523	1.1527e+06	8.7724e+06	0.51263	0.3041	0.6959	0.60821	0.7675	False
HGLibB_43545_r0	SERPINI1	32002	33159	32002	33159	0.051229	6.6912e+05	5.1318e+06	0.51066	0.69521	0.30479	0.60959	0.76881	True
HGLibB_19621_r2	GOLGB1	55533	53795	55533	53795	-0.045873	1.5103e+06	1.1642e+07	0.50938	0.30524	0.69476	0.61049	0.76933	False
HGLibB_56615_r1	ZNF76	1.2557e+05	1.2875e+05	1.2557e+05	1.2875e+05	0.036095	5.06e+06	3.9164e+07	0.50833	0.69439	0.30561	0.61122	0.76933	True
HGLibA_62423_r1	hsa-mir-581	29004	27935	29004	27935	-0.054161	5.7105e+05	4.434e+06	0.50752	0.30589	0.69411	0.61179	0.76933	False
HGLibB_57056_r2	NonTargetingControlGuideForHuman_0028	1.6027e+05	1.5646e+05	1.6027e+05	1.5646e+05	-0.034692	7.2504e+06	5.6299e+07	0.50751	0.3059	0.6941	0.6118	0.76933	False
HGLibB_26552_r2	LINGO2	51904	50258	51904	50258	-0.046503	1.3553e+06	1.0529e+07	0.50739	0.30594	0.69406	0.61188	0.76933	False
HGLibA_01231_r2	AGPAT6	81967	79657	81967	79657	-0.041249	2.6689e+06	2.0769e+07	0.50696	0.30609	0.69391	0.61218	0.76933	False
HGLibB_27015_r0	LPAR2	57464	59237	57464	59237	0.043841	1.5719e+06	1.2249e+07	0.50661	0.69379	0.30621	0.61243	0.76933	True
HGLibB_36541_r1	PIGT	73813	75938	73813	75938	0.040952	2.2584e+06	1.7773e+07	0.50413	0.69292	0.30708	0.61417	0.77109	True
HGLibB_33039_r0	NUPL2	6545.9	6195.6	6545.9	6195.6	-0.079345	61370	4.8675e+05	0.50216	0.30778	0.69222	0.61556	0.77229	False
HGLibB_55620_r1	ZNF26	54978	53279	54978	53279	-0.045297	1.4439e+06	1.147e+07	0.50179	0.30791	0.69209	0.61582	0.77229	False
HGLibB_01230_r2	AGPAT6	61930	63776	61930	63776	0.042375	1.7039e+06	1.369e+07	0.49892	0.69108	0.30892	0.61784	0.77321	True
HGLibB_51001_r0	TP53I13	1.417e+05	1.3828e+05	1.417e+05	1.3828e+05	-0.035203	5.8333e+06	4.6875e+07	0.49889	0.30893	0.69107	0.61786	0.77321	False
HGLibA_53807_r2	VPS52	21031	21859	21031	21859	0.055665	3.4227e+05	2.7508e+06	0.49885	0.69106	0.30894	0.61788	0.77321	True
HGLibB_48198_r0	TAF8	13312	12723	13312	12723	-0.065291	1.735e+05	1.395e+06	0.49875	0.30898	0.69102	0.61796	0.77321	False
HGLibB_47005_r2	SRSF10	13041	12462	13041	12462	-0.065541	1.6777e+05	1.3531e+06	0.49797	0.30925	0.69075	0.6185	0.77321	False
HGLibB_49813_r2	TMEM110	28920	29965	28920	29965	0.051207	5.4596e+05	4.4149e+06	0.49732	0.69052	0.30948	0.61897	0.77321	True
HGLibA_47845_r1	SUSD1	43215	44623	43215	44623	0.04623	9.9019e+05	8.0194e+06	0.49694	0.69038	0.30962	0.61923	0.77321	True
HGLibA_49729_r0	TM9SF4	18516	17766	18516	17766	-0.059618	2.8095e+05	2.2767e+06	0.4968	0.30967	0.69033	0.61933	0.77321	False
HGLibB_40056_r2	RAD9A	70719	72743	70719	72743	0.040705	2.0478e+06	1.6676e+07	0.49557	0.6899	0.3101	0.6202	0.77366	True
HGLibA_31162_r1	NASP	93122	90640	93122	90640	-0.038971	3.0798e+06	2.5108e+07	0.4953	0.31019	0.68981	0.62039	0.77366	False
HGLibA_03262_r0	ASCC3	49943	48387	49943	48387	-0.045681	1.2116e+06	9.9435e+06	0.49365	0.31077	0.68923	0.62155	0.77438	False
HGLibB_49814_r2	TMEM110	59060	60822	59060	60822	0.042411	1.5523e+06	1.2758e+07	0.4933	0.6891	0.3109	0.6218	0.77438	True
HGLibB_57626_r1	NonTargetingControlGuideForHuman_0598	87224	89577	87224	89577	0.038403	2.7684e+06	2.278e+07	0.493	0.689	0.311	0.62201	0.77438	True
HGLibB_41307_r0	RLN3	1.5165e+05	1.4811e+05	1.5165e+05	1.4811e+05	-0.034078	6.2666e+06	5.1858e+07	0.49162	0.3115	0.6885	0.62299	0.77472	False
HGLibB_49655_r0	TM7SF2	91540	93969	91540	93969	0.037777	2.9493e+06	2.4476e+07	0.4909	0.68825	0.31175	0.62349	0.77472	True
HGLibA_12485_r0	DCDC2	1.5827e+05	1.6192e+05	1.5827e+05	1.6192e+05	0.032851	6.644e+06	5.5259e+07	0.49038	0.68807	0.31193	0.62387	0.77472	True
HGLibB_57638_r0	NonTargetingControlGuideForHuman_0610	27262	28247	27262	28247	0.051202	4.8507e+05	4.0444e+06	0.48977	0.68785	0.31215	0.6243	0.77472	True
HGLibA_07723_r2	CCDC181	37208	38448	37208	38448	0.047314	7.6943e+05	6.4199e+06	0.48959	0.68779	0.31221	0.62442	0.77472	True
HGLibB_38904_r1	PRSS50	92600	90162	92600	90162	-0.038501	2.9732e+06	2.4899e+07	0.48869	0.31253	0.68747	0.62506	0.77472	False
HGLibA_04066_r2	BACH1	79872	82056	79872	82056	0.03893	2.3863e+06	1.9985e+07	0.48869	0.68747	0.31253	0.62506	0.77472	True
HGLibA_51064_r1	TP53I13	55830	54156	55830	54156	-0.043919	1.4011e+06	1.1735e+07	0.48868	0.31253	0.68747	0.62507	0.77472	False
HGLibB_48821_r2	TDG	28737	27718	28737	27718	-0.052099	5.1947e+05	4.3737e+06	0.48739	0.31299	0.68701	0.62598	0.77543	False
HGLibB_57812_r2	NonTargetingControlGuideForHuman_0784	58328	56612	58328	56612	-0.043072	1.4717e+06	1.2523e+07	0.48481	0.31391	0.68609	0.62781	0.77726	False
HGLibB_20379_r1	GSDMB	25479	26404	25479	26404	0.051447	4.2785e+05	3.6578e+06	0.48367	0.68569	0.31431	0.62862	0.77782	True
HGLibB_40682_r0	RDH11	1.2824e+05	1.3131e+05	1.2824e+05	1.3131e+05	0.034122	4.7102e+06	4.041e+07	0.48283	0.68539	0.31461	0.62922	0.77809	True
HGLibB_57771_r0	NonTargetingControlGuideForHuman_0743	2.3436e+05	2.2956e+05	2.3436e+05	2.2956e+05	-0.029866	1.1528e+07	9.9084e+07	0.48239	0.31477	0.68523	0.62953	0.77809	False
HGLibB_27633_r2	LY6H	1.6234e+05	1.6599e+05	1.6234e+05	1.6599e+05	0.032028	6.6404e+06	5.7386e+07	0.48107	0.68477	0.31523	0.63047	0.77857	True
HGLibB_10487_r1	COL10A1	1.4875e+05	1.4534e+05	1.4875e+05	1.4534e+05	-0.03349	5.8253e+06	5.0388e+07	0.48085	0.31531	0.68469	0.63062	0.77857	False
HGLibB_57369_r1	NonTargetingControlGuideForHuman_0341	1.2068e+05	1.1777e+05	1.2068e+05	1.1777e+05	-0.035212	4.2333e+06	3.6916e+07	0.4789	0.316	0.684	0.63201	0.77955	False
HGLibB_05536_r2	C17orf50	23505	22643	23505	22643	-0.053915	3.7171e+05	3.2447e+06	0.47866	0.31609	0.68391	0.63218	0.77955	False
HGLibB_09613_r0	CHST13	1.8115e+05	1.8508e+05	1.8115e+05	1.8508e+05	0.03097	7.7255e+06	6.7549e+07	0.47826	0.68377	0.31623	0.63246	0.77955	True
HGLibB_13084_r2	DHFR	31606	32676	31606	32676	0.048013	5.7201e+05	5.0378e+06	0.47654	0.68315	0.31685	0.63369	0.78063	True
HGLibA_06959_r1	CACYBP	65347	63515	65347	63515	-0.04102	1.6779e+06	1.4828e+07	0.47571	0.31714	0.68286	0.63428	0.78092	False
HGLibB_57088_r0	NonTargetingControlGuideForHuman_0060	1.3009e+05	1.2704e+05	1.3009e+05	1.2704e+05	-0.034185	4.6396e+06	4.1279e+07	0.47413	0.3177	0.6823	0.63541	0.78188	False
HGLibB_09786_r1	CLASP2	85894	83675	85894	83675	-0.037752	2.461e+06	2.2266e+07	0.47016	0.31912	0.68088	0.63824	0.78493	False
HGLibA_40226_r2	RAP1GAP	77055	79099	77055	79099	0.037776	2.0896e+06	1.8945e+07	0.46967	0.6807	0.3193	0.63859	0.78493	True
HGLibB_43032_r0	SCYL1	56689	58308	56689	58308	0.040611	1.3097e+06	1.2004e+07	0.46713	0.6798	0.3202	0.6404	0.78672	True
HGLibB_47890_r2	SYK	46496	45103	46496	45103	-0.043867	9.6956e+05	8.9406e+06	0.46571	0.32071	0.67929	0.64142	0.78743	False
HGLibA_29228_r2	MICU3	54309	52748	54309	52748	-0.042069	1.2181e+06	1.1263e+07	0.46508	0.32094	0.67906	0.64187	0.78743	False
HGLibB_33831_r1	OR2T33	42533	43834	42533	43834	0.043463	8.4617e+05	7.832e+06	0.46485	0.67898	0.32102	0.64204	0.78743	True
HGLibB_07339_r1	CAST	63421	61673	63421	61673	-0.040319	1.5276e+06	1.4183e+07	0.46413	0.32128	0.67872	0.64256	0.78763	False
HGLibB_15761_r1	EXOSC5	1.147e+05	1.174e+05	1.147e+05	1.174e+05	0.033649	3.6628e+06	3.4229e+07	0.46262	0.67818	0.32182	0.64364	0.7879	True
HGLibB_19537_r0	GNPDA1	35995	34852	35995	34852	-0.046539	6.5284e+05	6.1116e+06	0.46221	0.32196	0.67804	0.64393	0.7879	False
HGLibB_27573_r1	LTN1	30886	31904	30886	31904	0.046792	5.1838e+05	4.8682e+06	0.46148	0.67777	0.32223	0.64446	0.7879	True
HGLibA_20376_r0	GRPR	1.3218e+05	1.2918e+05	1.3218e+05	1.2918e+05	-0.033121	4.4998e+06	4.2268e+07	0.46143	0.32225	0.67775	0.64449	0.7879	False
HGLibA_60723_r1	hsa-mir-4654	81541	79447	81541	79447	-0.037539	2.1932e+06	2.0609e+07	0.46134	0.32228	0.67772	0.64455	0.7879	False
HGLibA_60879_r0	hsa-mir-4692	1.5335e+05	1.5001e+05	1.5335e+05	1.5001e+05	-0.031745	5.5692e+06	5.2721e+07	0.45964	0.32289	0.67711	0.64577	0.78896	False
HGLibB_53739_r1	VPS52	1.563e+05	1.5293e+05	1.563e+05	1.5293e+05	-0.031533	5.71e+06	5.4241e+07	0.45885	0.32317	0.67683	0.64634	0.78919	False
HGLibB_48828_r1	TDO2	1.3884e+05	1.3576e+05	1.3884e+05	1.3576e+05	-0.032441	4.7657e+06	4.5479e+07	0.4578	0.32355	0.67645	0.6471	0.78919	False
HGLibA_63733_r1	hsa-mir-6887	25069	24204	25069	24204	-0.05065	3.7399e+05	3.5705e+06	0.4577	0.32358	0.67642	0.64717	0.78919	False
HGLibB_30478_r0	MUC1	13550	14098	13550	14098	0.057132	1.4983e+05	1.4322e+06	0.45741	0.67631	0.32369	0.64737	0.78919	True
HGLibA_31082_r2	NAIP	20179	20913	20179	20913	0.051596	2.6993e+05	2.5868e+06	0.45684	0.67611	0.32389	0.64779	0.78926	True
HGLibA_58395_r1	hsa-mir-296	60285	61938	60285	61938	0.03902	1.3658e+06	1.3153e+07	0.45571	0.6757	0.3243	0.6486	0.78981	True
HGLibA_09796_r1	CLASP2	1.5187e+05	1.5513e+05	1.5187e+05	1.5513e+05	0.030596	5.2984e+06	5.1969e+07	0.45156	0.67421	0.32579	0.65159	0.7919	True
HGLibA_15504_r2	ERMARD	40342	41557	40342	41557	0.042799	7.3782e+05	7.24e+06	0.45146	0.67417	0.32583	0.65165	0.7919	True
